compar,Mean,SD
1vs2,-2.313305509972,0.437720991919347
1vs5,-2.39108003613575,0.413432153022685
1vs3,-1.82464181791878,0.368498983973782
1vs4,-1.94496123366714,1.17066267982138
2vs5,-0.577982272424645,0.474437595451337
2vs3,-0.119655890767889,0.645004102591598
3vs5,-0.630465011486812,1.15690150059882
